transaction_id,customer_id,amount,transaction_type,location,is_fraud
741,1002,377,debit,Chennai,0
742,1015,4747,debit,Mumbai,0
743,1086,1736,debit,Hyderabad,0
744,1056,2258,debit,Hyderabad,0
745,1074,2532,credit,Hyderabad,0
746,1011,4004,credit,Chennai,0
747,1073,4956,credit,Chennai,0
748,1095,3362,debit,Chennai,0
749,1015,1549,credit,Chennai,0
750,1071,4600,debit,Bangalore,1
751,1075,1332,debit,Chennai,0
752,1023,4217,debit,Chennai,0
753,1027,777,debit,Chennai,0
754,1007,2758,credit,Mumbai,0
755,1091,2128,debit,Mumbai,0
756,1035,3858,debit,Chennai,0
757,1089,4724,credit,Bangalore,0
758,1007,2137,credit,Mumbai,0
759,1057,2749,credit,Hyderabad,0
760,1059,756,debit,Mumbai,0
761,1049,265,credit,Hyderabad,0
762,1027,4691,debit,Mumbai,0
763,1091,689,debit,Chennai,1
764,1040,4624,credit,Mumbai,0
765,1099,2921,credit,Chennai,0
766,1063,4358,credit,Chennai,0
767,1026,1362,debit,Mumbai,0
768,1062,171,debit,Hyderabad,0
769,1016,3616,debit,Hyderabad,0
770,1072,4850,debit,Mumbai,0
771,1032,3680,debit,Chennai,1
772,1083,368,debit,Hyderabad,0
773,1076,1876,credit,Bangalore,0
774,1091,2562,debit,Chennai,0
775,1028,1368,credit,Mumbai,0
776,1012,1115,credit,Chennai,0
777,1045,2822,credit,Bangalore,0
778,1034,1183,credit,Bangalore,0
779,1005,4201,credit,Hyderabad,0
780,1081,506,debit,Bangalore,0
781,1068,3176,debit,Chennai,0
782,1046,1085,debit,Hyderabad,0
783,1024,3703,debit,Bangalore,0
784,1065,4585,credit,Hyderabad,1
785,1009,809,credit,Hyderabad,0
786,1055,2718,credit,Mumbai,0
787,1029,4949,debit,Hyderabad,0
788,1004,1511,debit,Hyderabad,0
789,1032,4721,debit,Bangalore,0
790,1064,1585,debit,Chennai,0
791,1017,3050,credit,Chennai,0
792,1095,4751,credit,Bangalore,0
793,1048,3034,debit,Chennai,0
794,1010,4214,debit,Hyderabad,1
795,1084,4770,credit,Mumbai,0
796,1025,1103,credit,Hyderabad,0
797,1062,2566,credit,Hyderabad,0
798,1088,2566,credit,Mumbai,0
799,1085,2038,debit,Bangalore,0
800,1058,2039,credit,Hyderabad,0
801,1026,1735,credit,Hyderabad,0
802,1048,1798,credit,Bangalore,0
803,1076,4627,credit,Hyderabad,0
804,1032,2191,debit,Hyderabad,0
805,1097,1995,debit,Chennai,0
806,1098,4340,debit,Bangalore,0
807,1000,3498,debit,Hyderabad,0
808,1020,1173,debit,Hyderabad,0
809,1054,2502,debit,Mumbai,0
810,1005,4995,credit,Mumbai,0
811,1091,3312,credit,Mumbai,1
812,1080,4137,credit,Hyderabad,0
813,1068,1251,credit,Hyderabad,0
814,1094,2545,debit,Mumbai,0
815,1004,2056,credit,Chennai,0
816,1002,4658,debit,Chennai,1
817,1052,4007,credit,Chennai,0
818,1022,907,credit,Chennai,0
819,1052,286,credit,Bangalore,0
820,1036,4927,debit,Mumbai,0
821,1073,4624,credit,Hyderabad,0
822,1073,1407,debit,Mumbai,0
823,1082,2384,debit,Chennai,0
824,1016,4966,credit,Hyderabad,0
825,1084,857,debit,Bangalore,0
826,1077,4331,debit,Mumbai,0
827,1072,4987,credit,Hyderabad,0
828,1000,3954,credit,Hyderabad,0
829,1050,4366,credit,Chennai,0
830,1044,2306,credit,Chennai,0
831,1076,3658,credit,Mumbai,0
832,1003,1680,credit,Bangalore,0
833,1061,1061,debit,Hyderabad,0
834,1064,3947,credit,Chennai,0
835,1031,3675,credit,Mumbai,0
836,1033,975,debit,Chennai,0
837,1091,2518,credit,Mumbai,0
838,1094,4298,debit,Chennai,0
839,1071,1101,credit,Bangalore,0
840,1038,3484,credit,Hyderabad,0
841,1025,4166,debit,Chennai,0
842,1033,2945,credit,Hyderabad,0
843,1053,1581,debit,Mumbai,0
844,1002,3401,credit,Bangalore,0
845,1049,757,credit,Hyderabad,0
846,1011,2880,debit,Chennai,0
847,1064,522,credit,Hyderabad,0
848,1053,3781,credit,Hyderabad,0
849,1004,4366,debit,Mumbai,0
850,1093,2810,credit,Bangalore,0
851,1093,552,debit,Bangalore,0
852,1056,2497,credit,Hyderabad,0
853,1016,2075,debit,Hyderabad,0
854,1046,1757,credit,Mumbai,0
855,1022,2641,debit,Hyderabad,0
856,1078,3175,debit,Mumbai,0
857,1084,3264,credit,Bangalore,0
858,1013,3066,credit,Bangalore,0
859,1065,2153,debit,Mumbai,0
860,1074,387,credit,Hyderabad,0
861,1050,3317,debit,Bangalore,0
862,1037,3954,credit,Chennai,0
863,1063,1547,credit,Mumbai,0
864,1097,707,debit,Bangalore,1
865,1037,4652,debit,Bangalore,1
866,1049,1864,credit,Bangalore,0
867,1097,1325,credit,Chennai,0
868,1081,1335,credit,Chennai,0
869,1029,1129,credit,Chennai,0
870,1078,2771,credit,Hyderabad,0
871,1090,4062,debit,Mumbai,0
872,1050,4642,credit,Hyderabad,1
873,1062,3277,credit,Chennai,0
874,1097,3822,debit,Mumbai,0
875,1051,1575,debit,Hyderabad,0
876,1037,2996,debit,Hyderabad,0
877,1096,908,credit,Hyderabad,0
878,1087,1078,debit,Chennai,0
879,1078,2563,debit,Bangalore,0
880,1029,825,debit,Mumbai,0
881,1050,2601,debit,Chennai,0
882,1080,3462,credit,Mumbai,0
883,1004,1316,credit,Chennai,0
884,1028,4151,credit,Hyderabad,0
885,1003,2297,debit,Hyderabad,0
886,1009,2906,debit,Bangalore,0
887,1055,878,debit,Bangalore,0
888,1016,1072,debit,Mumbai,0
889,1073,2910,debit,Bangalore,0
890,1016,2223,debit,Bangalore,0
891,1083,698,credit,Mumbai,0
892,1087,3441,credit,Chennai,0
893,1068,324,debit,Bangalore,0
894,1033,940,credit,Chennai,0
895,1005,1914,debit,Hyderabad,0
896,1052,4909,debit,Bangalore,0
897,1065,1206,credit,Hyderabad,1
898,1076,224,debit,Hyderabad,0
899,1042,3346,credit,Chennai,0
900,1074,3031,debit,Mumbai,0
901,1022,4225,debit,Bangalore,0
902,1054,3071,credit,Chennai,0
903,1079,2117,debit,Mumbai,0
904,1094,2515,debit,Hyderabad,0
905,1074,4690,debit,Bangalore,0
906,1015,3196,credit,Hyderabad,0
907,1007,1709,debit,Hyderabad,0
908,1003,817,debit,Bangalore,0
909,1003,3661,debit,Mumbai,0
910,1055,1116,credit,Mumbai,0
911,1024,3665,credit,Bangalore,0
912,1066,4801,credit,Bangalore,0
913,1095,4570,credit,Chennai,0
914,1066,2060,credit,Chennai,1
915,1026,1148,debit,Hyderabad,1
916,1092,1457,credit,Bangalore,0
917,1031,3526,credit,Mumbai,0
918,1049,215,debit,Hyderabad,0
919,1060,2195,credit,Hyderabad,0
920,1050,1901,debit,Hyderabad,0
921,1018,2246,credit,Hyderabad,0
922,1020,1720,debit,Mumbai,0
923,1004,4880,debit,Hyderabad,0
924,1081,3050,credit,Bangalore,0
925,1091,3892,credit,Chennai,0
926,1041,3041,debit,Mumbai,0
927,1060,1077,debit,Bangalore,0
928,1021,3166,debit,Bangalore,0
929,1020,883,debit,Bangalore,0
930,1069,340,debit,Chennai,0
931,1000,1653,debit,Chennai,0
932,1004,4678,debit,Chennai,0
933,1011,1112,credit,Bangalore,0
934,1089,286,debit,Chennai,0
935,1045,1981,credit,Hyderabad,0
936,1033,4686,credit,Chennai,0
937,1048,530,debit,Mumbai,0
938,1077,338,debit,Bangalore,0
939,1089,2445,credit,Bangalore,0
940,1044,175,debit,Hyderabad,0
941,1026,1456,debit,Chennai,1
942,1072,2430,credit,Chennai,0
943,1025,4786,credit,Mumbai,0
944,1046,2002,credit,Hyderabad,1
945,1085,4113,debit,Mumbai,0
946,1055,4770,debit,Mumbai,0
947,1093,2159,credit,Bangalore,0
948,1062,240,debit,Bangalore,0
949,1047,1889,credit,Chennai,0
950,1060,3726,debit,Chennai,0
951,1080,116,credit,Mumbai,0
952,1025,4448,debit,Chennai,0
953,1035,564,credit,Mumbai,0
954,1000,4571,debit,Chennai,0
955,1007,1927,debit,Chennai,0
956,1098,3128,credit,Bangalore,0
957,1051,619,debit,Bangalore,0
958,1078,189,debit,Bangalore,0
959,1046,4915,credit,Bangalore,0
960,1055,2951,debit,Hyderabad,0
961,1085,2943,debit,Bangalore,1
962,1013,4825,debit,Hyderabad,0
963,1089,1984,credit,Bangalore,0
964,1027,4271,credit,Chennai,0
965,1086,1025,credit,Mumbai,0
966,1077,3834,credit,Chennai,0
967,1087,1069,credit,Chennai,0
968,1001,1194,debit,Hyderabad,0
969,1025,3295,debit,Bangalore,0
970,1013,1504,credit,Mumbai,0
971,1058,3464,debit,Mumbai,0
972,1055,4390,debit,Bangalore,1
973,1006,4082,debit,Hyderabad,0
974,1002,4423,debit,Hyderabad,0
975,1022,4113,credit,Hyderabad,0
976,1017,4656,credit,Mumbai,0
977,1037,4813,debit,Hyderabad,0
978,1098,3192,debit,Hyderabad,0
979,1014,4259,credit,Mumbai,0
980,1063,2174,debit,Mumbai,0
981,1088,384,debit,Chennai,0
982,1027,1287,debit,Mumbai,0
983,1073,4069,credit,Bangalore,0
984,1038,3065,credit,Mumbai,0
985,1056,4419,debit,Mumbai,0
986,1016,883,debit,Hyderabad,0
987,1085,1049,debit,Chennai,0
988,1089,4039,debit,Hyderabad,0
989,1043,144,debit,Chennai,0
990,1024,1910,debit,Hyderabad,0
991,1016,4666,credit,Bangalore,0
992,1012,2181,credit,Hyderabad,0
993,1083,3598,debit,Hyderabad,0
994,1024,929,credit,Bangalore,0
995,1067,2009,debit,Bangalore,0
996,1009,2681,debit,Mumbai,0
997,1066,791,credit,Hyderabad,0
998,1017,4119,credit,Bangalore,0
999,1099,1031,debit,Bangalore,0
1000,1085,3506,debit,Mumbai,0
1001,1033,247,credit,Chennai,0
1002,1007,1132,credit,Bangalore,0
1003,1039,1411,debit,Bangalore,0
1004,1082,487,debit,Hyderabad,0
1005,1041,3221,debit,Mumbai,1
1006,1040,1973,credit,Hyderabad,0
1007,1005,3688,debit,Chennai,0
1008,1051,1015,credit,Mumbai,0
1009,1025,1978,debit,Hyderabad,0
1010,1063,3848,credit,Bangalore,0
1011,1097,377,credit,Bangalore,0
1012,1058,2077,credit,Mumbai,0
1013,1055,1959,credit,Bangalore,0
1014,1058,3136,debit,Hyderabad,0
1015,1069,3471,credit,Mumbai,0
1016,1032,4813,credit,Bangalore,0
1017,1052,2282,credit,Bangalore,0
1018,1021,4775,debit,Chennai,0
1019,1020,1270,debit,Chennai,0
1020,1069,589,debit,Mumbai,0
1021,1069,2625,debit,Chennai,0
1022,1003,1282,debit,Hyderabad,0
1023,1093,4579,debit,Bangalore,0
1024,1074,4358,credit,Bangalore,0
1025,1061,2588,credit,Bangalore,0
1026,1061,1976,credit,Mumbai,0
1027,1093,2562,debit,Mumbai,0
1028,1094,1730,credit,Chennai,0
1029,1023,387,credit,Bangalore,0
1030,1054,4382,debit,Bangalore,0
1031,1008,2007,credit,Bangalore,0
1032,1002,1261,debit,Bangalore,0
1033,1030,229,credit,Bangalore,1
1034,1039,2463,debit,Hyderabad,0
1035,1035,243,debit,Bangalore,0
1036,1023,115,debit,Hyderabad,0
1037,1094,344,credit,Bangalore,0
1038,1005,1026,credit,Mumbai,0
1039,1065,3278,debit,Mumbai,0
1040,1083,2276,debit,Hyderabad,0
1041,1091,986,credit,Bangalore,0
1042,1074,440,credit,Mumbai,0
1043,1003,2151,debit,Mumbai,0
1044,1078,3498,credit,Bangalore,0
1045,1005,4050,credit,Bangalore,0
1046,1093,405,credit,Mumbai,0
1047,1050,1007,debit,Bangalore,0
1048,1061,2754,debit,Chennai,0
1049,1056,3892,credit,Bangalore,0
1050,1065,4142,debit,Mumbai,0
1051,1078,1471,credit,Mumbai,0
1052,1074,420,credit,Hyderabad,0
1053,1007,4754,debit,Chennai,1
1054,1025,4159,debit,Mumbai,0
1055,1050,1231,debit,Chennai,0
1056,1044,2678,credit,Bangalore,0
1057,1043,4142,credit,Mumbai,0
1058,1004,3467,debit,Hyderabad,0
1059,1069,917,debit,Mumbai,0
1060,1025,111,debit,Hyderabad,0
1061,1067,294,credit,Chennai,0
1062,1018,2637,credit,Hyderabad,0
1063,1083,2942,credit,Bangalore,0
1064,1096,2329,debit,Bangalore,0
1065,1019,3109,debit,Bangalore,0
1066,1011,4851,credit,Mumbai,0
1067,1046,2177,debit,Bangalore,0
1068,1000,3967,debit,Bangalore,0
1069,1089,4973,debit,Mumbai,0
1070,1013,543,debit,Chennai,0
1071,1063,397,credit,Bangalore,0
1072,1037,944,debit,Bangalore,0
1073,1036,1115,credit,Mumbai,0
1074,1010,1484,credit,Chennai,0
1075,1099,1497,debit,Chennai,0
1076,1076,653,credit,Chennai,1
1077,1002,2450,credit,Mumbai,0
1078,1032,4616,debit,Hyderabad,0
1079,1005,1369,credit,Hyderabad,0
1080,1049,1360,credit,Bangalore,0
1081,1009,284,credit,Bangalore,0
1082,1004,4663,credit,Bangalore,0
1083,1022,2510,credit,Hyderabad,0
1084,1009,4531,credit,Mumbai,0
1085,1043,2309,credit,Bangalore,0
1086,1001,3772,credit,Mumbai,0
1087,1012,4783,debit,Bangalore,0
1088,1039,1981,debit,Mumbai,0
1089,1001,4396,debit,Mumbai,0
1090,1083,621,credit,Hyderabad,0
1091,1064,1987,credit,Mumbai,0
1092,1062,2652,credit,Chennai,0
1093,1072,3909,debit,Hyderabad,1
1094,1016,4983,debit,Bangalore,0
1095,1008,4255,debit,Hyderabad,0
1096,1074,4773,credit,Chennai,0
1097,1014,4516,debit,Chennai,0
1098,1023,3579,debit,Mumbai,0
1099,1037,1509,credit,Chennai,0
1100,1034,1794,debit,Chennai,0
1101,1093,4764,credit,Chennai,0
1102,1094,626,debit,Chennai,0
1103,1048,2760,credit,Bangalore,0
1104,1068,2272,credit,Bangalore,0
1105,1061,379,credit,Hyderabad,0
1106,1059,3064,credit,Mumbai,0
1107,1049,4077,credit,Bangalore,0
1108,1077,2769,debit,Chennai,0
1109,1074,2993,credit,Mumbai,0
1110,1008,1851,credit,Bangalore,0
1111,1033,4081,credit,Hyderabad,1
1112,1075,4869,credit,Chennai,0
1113,1098,2461,debit,Mumbai,0
1114,1034,4527,credit,Bangalore,0
1115,1000,4231,debit,Mumbai,0
1116,1039,1808,credit,Bangalore,0
1117,1063,2786,credit,Hyderabad,0
1118,1021,2995,debit,Chennai,0
1119,1059,4635,debit,Hyderabad,0
1120,1063,2876,debit,Chennai,0
1121,1092,1219,credit,Chennai,0
1122,1071,3088,debit,Mumbai,0
1123,1010,4359,credit,Bangalore,0
1124,1013,4343,debit,Hyderabad,0
1125,1059,294,debit,Hyderabad,0
1126,1029,762,credit,Hyderabad,0
1127,1034,579,debit,Mumbai,0
1128,1084,4318,debit,Mumbai,0
1129,1036,1523,credit,Mumbai,0
1130,1004,2808,credit,Chennai,0
1131,1082,3275,credit,Hyderabad,0
1132,1077,3914,debit,Chennai,0
1133,1025,2114,debit,Hyderabad,0
1134,1061,3889,debit,Hyderabad,1
1135,1003,4905,debit,Bangalore,0
1136,1088,2543,debit,Hyderabad,1
1137,1041,1011,credit,Mumbai,0
1138,1088,3313,debit,Mumbai,0
1139,1017,2464,credit,Mumbai,0
1140,1039,3729,debit,Bangalore,0
1141,1071,3572,credit,Bangalore,0
1142,1038,780,debit,Chennai,0
1143,1013,4751,debit,Hyderabad,0
1144,1031,709,credit,Hyderabad,0
1145,1050,2256,debit,Mumbai,0
1146,1037,3966,credit,Mumbai,0
1147,1096,471,debit,Mumbai,0
1148,1022,715,debit,Mumbai,0
1149,1062,2353,credit,Mumbai,0
1150,1014,4238,debit,Mumbai,0
1151,1096,964,credit,Hyderabad,0
1152,1024,1368,debit,Bangalore,0
1153,1016,884,debit,Mumbai,0
1154,1096,4671,debit,Hyderabad,0
1155,1065,4278,debit,Mumbai,0
1156,1077,2337,debit,Chennai,0
1157,1052,4154,debit,Chennai,0
1158,1050,4995,debit,Hyderabad,0
1159,1038,1035,credit,Bangalore,0
1160,1050,4080,debit,Chennai,0
1161,1069,2438,debit,Chennai,1
1162,1005,425,debit,Bangalore,0
1163,1066,1634,credit,Chennai,0
1164,1006,3580,credit,Mumbai,0
1165,1050,3961,debit,Bangalore,0
1166,1071,2085,debit,Chennai,0
1167,1041,4703,debit,Bangalore,0
1168,1063,2878,credit,Mumbai,0
1169,1014,1370,debit,Chennai,0
1170,1028,740,credit,Hyderabad,0
1171,1032,4803,debit,Chennai,0
1172,1093,4178,credit,Chennai,0
1173,1026,4761,credit,Mumbai,0
1174,1035,1467,debit,Hyderabad,0
1175,1028,4142,debit,Hyderabad,0
1176,1037,2675,debit,Hyderabad,0
1177,1056,3703,debit,Mumbai,0
1178,1096,1681,debit,Mumbai,0
1179,1026,2086,debit,Mumbai,0
1180,1054,2340,debit,Mumbai,0
1181,1032,4066,credit,Mumbai,0
1182,1067,2205,debit,Hyderabad,0
1183,1085,228,debit,Bangalore,0
1184,1065,4901,credit,Mumbai,0
1185,1009,4096,debit,Bangalore,0
1186,1004,951,debit,Chennai,0
1187,1073,4203,debit,Chennai,0
1188,1096,2176,debit,Mumbai,0
1189,1037,3094,credit,Chennai,0
1190,1012,3844,credit,Bangalore,0
1191,1030,2856,debit,Chennai,0
1192,1046,1744,debit,Chennai,0
1193,1099,4471,credit,Bangalore,0
1194,1087,3244,debit,Chennai,0
1195,1051,342,credit,Mumbai,0
1196,1055,4185,credit,Bangalore,0
1197,1014,270,credit,Bangalore,0
1198,1028,752,debit,Hyderabad,0
1199,1007,3612,debit,Hyderabad,0
1200,1004,1599,debit,Bangalore,0
1201,1028,2199,credit,Bangalore,0
1202,1046,2258,debit,Hyderabad,0
1203,1067,2072,debit,Mumbai,0
1204,1075,4025,credit,Chennai,0
1205,1044,2358,debit,Chennai,0
1206,1001,4139,debit,Chennai,0
1207,1026,2135,debit,Bangalore,0
1208,1094,3371,credit,Mumbai,0
1209,1035,957,debit,Hyderabad,0
1210,1035,3923,credit,Mumbai,0
1211,1025,1149,credit,Mumbai,0
1212,1042,4090,credit,Chennai,0
1213,1026,398,debit,Hyderabad,0
1214,1068,1023,debit,Mumbai,0
1215,1019,4332,debit,Hyderabad,0
1216,1010,4406,credit,Bangalore,0
1217,1073,2899,credit,Chennai,0
1218,1037,4975,debit,Hyderabad,0
1219,1005,4162,credit,Bangalore,0
1220,1071,4145,debit,Bangalore,0
1221,1022,1902,debit,Bangalore,0
1222,1046,2813,debit,Mumbai,0
1223,1089,4606,debit,Mumbai,0
1224,1045,2953,debit,Chennai,0
1225,1011,2757,debit,Chennai,0
1226,1089,4622,debit,Bangalore,0
1227,1012,3446,credit,Chennai,0
1228,1061,1571,debit,Mumbai,0
1229,1081,3049,credit,Chennai,0
1230,1088,1041,credit,Hyderabad,0
1231,1096,2007,debit,Mumbai,0
1232,1059,4937,credit,Bangalore,0
1233,1042,1343,credit,Bangalore,0
1234,1075,4523,credit,Chennai,0
1235,1099,1566,debit,Mumbai,0
1236,1067,4057,debit,Bangalore,0
1237,1004,2066,debit,Bangalore,0
1238,1036,475,debit,Mumbai,0
1239,1071,362,debit,Mumbai,0
1240,1091,4462,credit,Bangalore,0
1241,1030,3488,credit,Chennai,0
1242,1008,3495,debit,Chennai,0
1243,1050,2044,credit,Chennai,0
1244,1028,1993,credit,Hyderabad,1
1245,1077,3734,credit,Mumbai,0
1246,1039,1752,credit,Bangalore,0
1247,1040,4241,debit,Hyderabad,0
1248,1085,3992,debit,Chennai,0
1249,1010,699,debit,Hyderabad,0
1250,1022,4915,credit,Bangalore,0
1251,1000,2012,credit,Bangalore,0
1252,1045,1392,debit,Mumbai,0
1253,1020,700,debit,Chennai,0
1254,1089,480,credit,Chennai,1
1255,1035,4313,debit,Hyderabad,0
1256,1053,3737,debit,Chennai,0
1257,1086,2263,credit,Hyderabad,0
1258,1056,4455,credit,Bangalore,0
1259,1000,1198,debit,Bangalore,0
1260,1062,465,credit,Bangalore,0
1261,1053,2670,debit,Bangalore,0
1262,1054,3519,credit,Bangalore,0
1263,1039,2576,credit,Hyderabad,0
1264,1014,890,debit,Bangalore,0
1265,1020,3669,credit,Hyderabad,0
1266,1046,846,debit,Bangalore,0
1267,1072,412,credit,Hyderabad,0
1268,1052,4733,debit,Hyderabad,0
1269,1008,1020,credit,Hyderabad,0
1270,1073,1177,credit,Chennai,0
1271,1051,2929,debit,Hyderabad,0
1272,1056,2481,credit,Hyderabad,0
1273,1025,3718,debit,Bangalore,0
1274,1040,897,credit,Hyderabad,0
1275,1034,4543,credit,Hyderabad,0
1276,1062,372,debit,Mumbai,0
1277,1024,3110,credit,Chennai,0
1278,1089,4915,credit,Mumbai,0
1279,1074,1873,debit,Bangalore,0
1280,1037,2647,credit,Chennai,0
1281,1001,3264,debit,Chennai,0
1282,1006,4880,debit,Mumbai,0
1283,1081,4817,debit,Chennai,0
1284,1090,1046,credit,Mumbai,0
1285,1033,2765,credit,Hyderabad,0
1286,1090,606,debit,Mumbai,0
1287,1016,343,credit,Chennai,0
1288,1042,605,debit,Chennai,0
1289,1058,4617,credit,Bangalore,0
1290,1050,3258,debit,Bangalore,0
1291,1053,3690,debit,Bangalore,0
1292,1023,1972,credit,Bangalore,0
1293,1024,3893,debit,Chennai,0
1294,1070,1292,debit,Bangalore,0
1295,1051,4525,credit,Mumbai,0
1296,1069,4845,debit,Hyderabad,0
1297,1087,1564,debit,Chennai,0
1298,1032,490,credit,Bangalore,0
1299,1048,4576,debit,Chennai,0
1300,1028,3477,debit,Bangalore,0
1301,1062,4937,debit,Chennai,0
1302,1021,772,debit,Bangalore,0
1303,1025,2660,debit,Hyderabad,0
1304,1027,1311,debit,Bangalore,0
1305,1084,1029,debit,Mumbai,1
1306,1048,1639,debit,Chennai,0
1307,1070,1012,credit,Chennai,0
1308,1080,743,debit,Mumbai,0
1309,1083,4622,debit,Mumbai,0
1310,1048,601,credit,Hyderabad,0
1311,1019,829,debit,Chennai,0
1312,1085,1383,debit,Hyderabad,0
1313,1091,2218,debit,Chennai,0
1314,1062,4652,debit,Chennai,0
1315,1060,4486,debit,Hyderabad,0
1316,1048,3936,debit,Chennai,0
1317,1070,1019,credit,Chennai,0
1318,1000,4150,credit,Hyderabad,0
1319,1095,2439,credit,Bangalore,0
1320,1012,855,credit,Hyderabad,0
1321,1093,1969,credit,Chennai,0
1322,1086,4572,debit,Mumbai,0
1323,1050,607,debit,Bangalore,0
1324,1055,1536,debit,Mumbai,0
1325,1082,2675,debit,Bangalore,0
1326,1061,3526,debit,Mumbai,0
1327,1031,658,credit,Bangalore,0
1328,1029,3202,credit,Hyderabad,0
1329,1028,4616,debit,Bangalore,0
1330,1048,3722,debit,Bangalore,0
1331,1044,4499,debit,Bangalore,1
1332,1092,4157,credit,Chennai,0
1333,1029,3815,credit,Mumbai,0
1334,1015,1401,debit,Hyderabad,0
1335,1039,2255,credit,Mumbai,0
1336,1018,792,debit,Mumbai,0
1337,1017,4450,credit,Hyderabad,0
1338,1000,1578,credit,Chennai,0
1339,1077,356,debit,Bangalore,0
1340,1046,2530,credit,Chennai,0
1341,1065,541,credit,Chennai,0
1342,1091,1981,debit,Bangalore,0
1343,1093,2746,credit,Mumbai,0
1344,1037,3920,debit,Bangalore,0
1345,1050,4777,credit,Hyderabad,0
1346,1062,1835,debit,Bangalore,0
1347,1003,3835,debit,Mumbai,0
1348,1000,2745,credit,Chennai,0
1349,1007,118,credit,Chennai,0
1350,1028,1224,debit,Bangalore,1
1351,1054,4085,credit,Hyderabad,0
1352,1002,2754,credit,Mumbai,0
1353,1031,2180,credit,Chennai,0
1354,1009,1647,debit,Bangalore,0
1355,1073,961,debit,Hyderabad,0
1356,1082,254,debit,Hyderabad,0
1357,1033,3594,credit,Chennai,0
1358,1096,1004,credit,Chennai,0
1359,1086,1369,debit,Mumbai,0
1360,1054,504,debit,Hyderabad,0
1361,1091,943,credit,Mumbai,0
1362,1031,1882,credit,Hyderabad,0
1363,1049,1664,credit,Hyderabad,1
1364,1006,1284,credit,Bangalore,0
1365,1092,846,debit,Chennai,0
1366,1007,1825,credit,Hyderabad,0
1367,1064,3288,credit,Mumbai,0
1368,1056,370,debit,Chennai,0
1369,1066,4965,debit,Mumbai,0
1370,1087,4056,credit,Chennai,0
1371,1086,271,debit,Chennai,0
1372,1058,373,credit,Hyderabad,0
1373,1071,2406,credit,Bangalore,0
1374,1053,1258,debit,Hyderabad,0
1375,1066,1806,debit,Chennai,0
1376,1050,1871,credit,Hyderabad,0
1377,1096,521,debit,Hyderabad,0
1378,1091,1309,credit,Chennai,0
1379,1007,4775,credit,Chennai,0
1380,1033,990,credit,Hyderabad,0
1381,1034,4917,debit,Hyderabad,0
1382,1095,3367,credit,Hyderabad,0
1383,1087,1573,credit,Mumbai,0
1384,1077,3343,credit,Hyderabad,1
1385,1031,4578,debit,Mumbai,0
1386,1045,2281,credit,Bangalore,0
1387,1015,1549,credit,Mumbai,0
1388,1067,3196,credit,Hyderabad,0
1389,1036,3356,debit,Bangalore,0
1390,1053,3256,credit,Mumbai,0
1391,1084,1690,credit,Mumbai,0
1392,1013,4339,debit,Chennai,0
1393,1094,4081,debit,Bangalore,0
1394,1054,1535,credit,Chennai,0
1395,1047,323,credit,Bangalore,0
1396,1081,319,credit,Mumbai,0
1397,1006,4374,debit,Chennai,0
1398,1073,1754,debit,Hyderabad,0
1399,1006,4628,credit,Mumbai,0
1400,1032,364,debit,Bangalore,0
1401,1022,1053,credit,Bangalore,1
1402,1084,4624,credit,Chennai,1
1403,1018,3833,debit,Chennai,0
1404,1018,2874,credit,Bangalore,0
1405,1035,3224,debit,Mumbai,0
1406,1028,579,debit,Chennai,0
1407,1059,3614,credit,Hyderabad,0
1408,1081,1453,debit,Bangalore,1
1409,1001,3422,credit,Hyderabad,0
1410,1000,3978,debit,Bangalore,0
1411,1046,989,credit,Hyderabad,0
1412,1068,3954,credit,Mumbai,0
1413,1019,1024,credit,Bangalore,0
1414,1010,2270,debit,Mumbai,0
1415,1001,2002,credit,Chennai,0
1416,1066,4973,debit,Bangalore,0
1417,1086,2495,debit,Mumbai,0
1418,1011,128,debit,Hyderabad,0
1419,1019,134,debit,Mumbai,0
1420,1004,3689,debit,Bangalore,0
1421,1036,2770,credit,Mumbai,0
1422,1037,3465,debit,Hyderabad,1
1423,1093,688,credit,Hyderabad,0
1424,1008,3318,credit,Hyderabad,0
1425,1097,3238,debit,Chennai,0
1426,1052,1003,credit,Bangalore,0
1427,1043,4186,credit,Hyderabad,0
1428,1098,2269,debit,Chennai,0
1429,1085,439,credit,Hyderabad,0
1430,1023,4370,debit,Mumbai,0
1431,1080,1814,debit,Bangalore,0
1432,1073,4792,debit,Mumbai,0
1433,1029,4646,credit,Chennai,0
1434,1058,656,credit,Mumbai,0
1435,1086,3187,credit,Mumbai,0
1436,1095,3366,credit,Hyderabad,0
1437,1080,3667,debit,Mumbai,0
1438,1080,2156,debit,Hyderabad,0
1439,1013,3999,credit,Hyderabad,1
1440,1008,1116,debit,Bangalore,0
1441,1039,2162,credit,Chennai,0
1442,1065,938,debit,Chennai,0
1443,1024,1737,debit,Chennai,0
1444,1072,4421,debit,Hyderabad,0
1445,1021,3596,debit,Chennai,0
1446,1003,1913,debit,Hyderabad,0
1447,1025,3579,credit,Bangalore,0
1448,1057,1551,credit,Chennai,0
1449,1028,2413,debit,Hyderabad,0
1450,1097,1614,credit,Chennai,0
1451,1086,1331,debit,Chennai,0
1452,1036,1745,debit,Bangalore,0
1453,1074,3099,debit,Mumbai,0
1454,1069,3540,debit,Chennai,0
1455,1017,4156,credit,Bangalore,0
1456,1084,405,debit,Chennai,1
1457,1041,3636,credit,Chennai,0
1458,1099,1823,debit,Chennai,0
